"CUST_ID","CUST_FIRST_NAME","CUST_LAST_NAME","CUST_GENDER","CUST_YEAR_OF_BIRTH","CUST_MARITAL_STATUS","CUST_STREET_ADDRESS","CUST_POSTAL_CODE","CUST_CITY","CUST_CITY_ID","CUST_STATE_PROVINCE","CUST_STATE_PROVINCE_ID","COUNTRY_ID","CUST_MAIN_PHONE_NUMBER","CUST_INCOME_LEVEL","CUST_CREDIT_LIMIT","CUST_EMAIL","CUST_TOTAL","CUST_TOTAL_ID","CUST_SRC_ID","CUST_EFF_FROM","CUST_EFF_TO","CUST_VALID"
34023,"Portia","Capp","F",1954,"married","97 North Buncombe Avenue","88199","Murdock",51933,"NE",52666,52790,"204-752-3587","F: 110,000 - 129,999",1500,"Capp@company.example.com","Customer total",52772,,2019-01-01,,"I"
36691,"Portia","Colter","F",1975,"married","107 San Juan Avenue","41915","Lyngby",51813,"Copenhagen",52574,52777,"217-188-5491","F: 110,000 - 129,999",1500,"Colter@company.example.com","Customer total",52772,,2019-01-01,,"I"
40246,"Portia","Colter","F",1960,"","107 South Greenup Avenue","58065","Gennevilliers",51578,"Ile-de-France",52623,52779,"621-752-6351","F: 110,000 - 129,999",7000,"Colter@company.example.com","Customer total",52772,,2019-01-01,,"I"
43801,"Portia","Colter","F",1981,"single","117 West Union Avenue","66798","Allport",51055,"AR",52540,52790,"107-300-6607","F: 110,000 - 129,999",9000,"Colter@company.example.com","Customer total",52772,,2019-01-01,,"I"
31213,"Portia","Colter","F",1954,"married","17 North Buncombe Court","57217","New Market",51980,"VA",52751,52790,"440-300-2633","F: 110,000 - 129,999",1500,"Colter@company.example.com","Customer total",52772,,2019-01-01,,"I"
47579,"Portia","Colter","F",1972,"","27 East Perry Boulevard","62476","Sheldon",52308,"WI",52760,52790,"362-392-1078","F: 110,000 - 129,999",7000,"Colter@company.example.com","Customer total",52772,,2019-01-01,,"I"
1136,"Portia","Colter","F",1991,"single","37 Davidson Street","58801","Skagen",52313,"North Jutland",52685,52777,"393-171-1466","F: 110,000 - 129,999",9000,"Colter@company.example.com","Customer total",52772,,2019-01-01,,"A"
4691,"Portia","Colter","F",1951,"married","37 North San Juan Street","77637","Blagnac",51197,"Midi-Pyrenees",52663,52779,"521-791-6067","F: 110,000 - 129,999",1500,"Colter@company.example.com","Customer total",52772,,2019-01-01,,"A"
8246,"Portia","Colter","F",1978,"","47 West Greenup Road","49828","Oxford, NJ",52042,"NJ",52670,52790,"422-442-5733","F: 110,000 - 129,999",7000,"Colter@company.example.com","Customer total",52772,,2019-01-01,,"A"
11801,"Portia","Colter","F",1994,"single","57 Union Drive","82203","Colmar",51338,"Alsace",52546,52779,"559-188-8494","F: 110,000 - 129,999",9000,"Colter@company.example.com","Customer total",52772,,2019-01-01,,"I"
15357,"Portia","Colter","F",1952,"married","57 South Kootenai Drive","84434","Bourges",51210,"Centre",52573,52779,"640-752-2968","F: 110,000 - 129,999",1500,"Colter@company.example.com","Customer total",52772,,2019-01-01,,"I"
18913,"Portia","Colter","F",1958,"","67 North Allamakee Avenue","84020","Sykesville",52335,"MD",52652,52790,"594-300-5349","F: 110,000 - 129,999",7000,"Colter@company.example.com","Customer total",52772,,2019-01-01,,"I"
45658,"Portia","Colter","F",1955,"single","7 South Milam Circle","58140","Meribel",51910,"Rhtne-Alpes",52711,52779,"532-752-7407","F: 110,000 - 129,999",9000,"Colter@company.example.com","Customer total",52772,,2019-01-01,,"I"
22468,"Portia","Colter","F",1985,"single","77 East Milam Avenue","60193","Little Port",51800,"IA",52618,52790,"408-392-6772","F: 110,000 - 129,999",9000,"Colter@company.example.com","Customer total",52772,,2019-01-01,,"I"
37547,"Page","Koch","M",1961,"single","107 East Osage Avenue","74342","Lisburn",51799,"Northern Ireland - County Antr",52686,52789,"146-627-2918","I: 170,000 - 189,999",5000,"Koch@company.example.com","Customer total",52772,,2019-01-01,,"I"
41103,"Page","Koch","M",1964,"single","117 Coleman Avenue","70577","Paterna",52105,"Valencia",52755,52778,"517-486-2869","I: 170,000 - 189,999",10000,"Koch@company.example.com","Customer total",52772,,2019-01-01,,"I"
33126,"Phil","Life","M",1951,"","97 West Currituck Avenue","60543","Tijeras",52367,"NM",52671,52790,"138-594-1468","C: 50,000 - 69,999",7000,"Life@company.example.com","Customer total",52772,,2019-01-01,,"I"
38461,"Philana","Charron","M",1960,"married","107 West Mercer Avenue","59622","Nieuwegein",51983,"Utrecht",52750,52770,"268-533-2034","F: 110,000 - 129,999",5000,"Charron@company.example.com","Customer total",52772,,2019-01-01,,"I"
42016,"Philana","Charron","M",1957,"","117 East Broome Avenue","31343","San Nicolas",52291,"Buenos Aires",52566,52773,"455-783-5582","F: 110,000 - 129,999",10000,"Charron@company.example.com","Customer total",52772,,2019-01-01,,"I"
13359,"Philana","Charron","M",1977,"single","17 East Grand Forks Court","34077","Schimmert",52297,"Limburg",52646,52770,"614-783-1551","F: 110,000 - 129,999",3000,"Charron@company.example.com","Customer total",52772,,2019-01-01,,"I"
45795,"Philana","Charron","M",1959,"married","17 South Trumbull Court","53574","Almere",51057,"Flevopolder",52599,52770,"557-702-8254","F: 110,000 - 129,999",5000,"Charron@company.example.com","Customer total",52772,,2019-01-01,,"I"
49350,"Philana","Charron","M",1968,"","27 North King And Boulevard","63488","Sydney",52334,"New South Wales",52680,52774,"114-115-5004","F: 110,000 - 129,999",10000,"Charron@company.example.com","Customer total",52772,,2019-01-01,,"I"
2906,"Philana","Charron","M",1995,"single","37 West Alachua Street","66121","Zaanstad",52528,"Noord-Holland",52683,52770,"550-516-9094","F: 110,000 - 129,999",3000,"Charron@company.example.com","Customer total",52772,,2019-01-01,,"A"
6461,"Philana","Charron","M",1986,"married","47 Mercer Road","76836","Amersfoort",51062,"Utrecht",52750,52770,"118-121-1952","F: 110,000 - 129,999",5000,"Charron@company.example.com","Customer total",52772,,2019-01-01,,"I"
10017,"Philana","Charron","M",1974,"","47 South Broome Road","37400","Yokohama",52526,"Kanagawa",52634,52782,"515-450-5403","F: 110,000 - 129,999",10000,"Charron@company.example.com","Customer total",52772,,2019-01-01,,"A"
13573,"Philana","Charron","M",1949,"single","57 West Patrick Drive","34800","Cochin Kochi",51337,"Kerala",52636,52771,"137-533-8646","F: 110,000 - 129,999",3000,"Charron@company.example.com","Customer total",52772,,2019-01-01,,"I"
17128,"Philana","Charron","M",1987,"married","67 East Curry Avenue","51291","Geleen",51577,"Limburg",52646,52770,"429-783-5177","F: 110,000 - 129,999",5000,"Charron@company.example.com","Customer total",52772,,2019-01-01,,"I"
20683,"Philana","Charron","M",1957,"","67 South Saluda Avenue","32099","Clifden",51331,"Galway",52608,52772,"419-702-4309","F: 110,000 - 129,999",10000,"Charron@company.example.com","Customer total",52772,,2019-01-01,,"I"
24239,"Philana","Charron","M",1959,"single","77 North Grand Forks Avenue","44341","Redbridge",52160,"England - Greater London",52589,52789,"564-115-3607","F: 110,000 - 129,999",3000,"Charron@company.example.com","Customer total",52772,,2019-01-01,,"I"
27795,"Philana","Charron","M",1954,"married","87 East Trumbull Avenue","83335","Purmerend",52115,"Noord-Holland",52683,52770,"267-516-6300","F: 110,000 - 129,999",5000,"Charron@company.example.com","Customer total",52772,,2019-01-01,,"I"
31350,"Philana","Charron","M",1988,"","97 King And Avenue","85145","Schoonoord",52299,"Drenthe",52579,52770,"627-121-5686","F: 110,000 - 129,999",10000,"Charron@company.example.com","Customer total",52772,,2019-01-01,,"I"
34906,"Philana","Charron","M",1959,"single","97 South Alachua Avenue","42859","Assen",51074,"Drenthe",52579,52770,"186-450-1767","F: 110,000 - 129,999",3000,"Charron@company.example.com","Customer total",52772,,2019-01-01,,"I"
39350,"Philana","Libby","M",1960,"","107 North King And Avenue","46150","Zandvoort",52529,"Noord-Holland",52683,52770,"357-702-6817","F: 110,000 - 129,999",10000,"Libby@company.example.com","Customer total",52772,,2019-01-01,,"I"
42905,"Philana","Libby","M",1956,"single","117 West Alachua Avenue","34427","Galway City",51571,"Galway",52608,52772,"156-115-1205","F: 110,000 - 129,999",3000,"Libby@company.example.com","Customer total",52772,,2019-01-01,,"I"
22247,"Philana","Libby","M",1979,"married","17 West Curry Court","67644","Joinville",51698,"Santa Catarina",52734,52775,"282-115-2100","F: 110,000 - 129,999",5000,"Libby@company.example.com","Customer total",52772,,2019-01-01,,"I"
46684,"Philana","Libby","M",1953,"","27 Saluda Boulevard","83786","Nagoya",51971,"Aichi",52543,52782,"148-516-3277","F: 110,000 - 129,999",10000,"Libby@company.example.com","Customer total",52772,,2019-01-01,,"I"
50239,"Philana","Libby","M",1955,"single","27 South Grand Forks Boulevard","52773","Santos",52293,"Sao Paulo",52735,52775,"500-121-1848","F: 110,000 - 129,999",3000,"Libby@company.example.com","Customer total",52772,,2019-01-01,,"I"
3795,"Philana","Libby","M",1961,"married","37 West Trumbull Street","37400","Yokohama",52526,"Kanagawa",52634,52782,"528-450-9870","F: 110,000 - 129,999",5000,"Libby@company.example.com","Customer total",52772,,2019-01-01,,"A"
7350,"Philana","Libby","M",1980,"","47 East King And Road","48907","Kampen",51716,"Overijssel",52692,52770,"102-533-5775","F: 110,000 - 129,999",10000,"Libby@company.example.com","Customer total",52772,,2019-01-01,,"I"
10905,"Philana","Libby","M",1971,"single","57 Alachua Drive","55056","Bolton",51205,"England - Greater Manchester",52590,52789,"245-783-8925","F: 110,000 - 129,999",3000,"Libby@company.example.com","Customer total",52772,,2019-01-01,,"I"
14462,"Philana","Libby","M",1982,"married","57 North Mercer Drive","81402","Lelystad",51793,"Flevopolder",52599,52770,"351-702-3729","F: 110,000 - 129,999",5000,"Libby@company.example.com","Customer total",52772,,2019-01-01,,"I"
18017,"Philana","Libby","M",1976,"","67 West Broome Avenue","41579","Enschede",51453,"Overijssel",52692,52770,"510-115-2935","F: 110,000 - 129,999",10000,"Libby@company.example.com","Customer total",52772,,2019-01-01,,"I"
21572,"Philana","Libby","M",1993,"single","77 Patrick Avenue","49682","Waddinxveen",52490,"Zuid-Holland",52771,52770,"427-516-7729","F: 110,000 - 129,999",3000,"Libby@company.example.com","Customer total",52772,,2019-01-01,,"I"
25128,"Philana","Libby","M",1962,"married","77 South Curry Avenue","32144","Georgetown",51579,"Penang",52700,52769,"598-121-4472","F: 110,000 - 129,999",5000,"Libby@company.example.com","Customer total",52772,,2019-01-01,,"I"
28683,"Philana","Libby","M",1965,"","87 West Saluda Avenue","52229","Kyoto",51740,"Kyoto",52640,52782,"635-450-7107","F: 110,000 - 129,999",10000,"Libby@company.example.com","Customer total",52772,,2019-01-01,,"A"
32239,"Philana","Libby","M",1958,"single","97 East Grand Forks Avenue","59622","Nieuwegein",51983,"Utrecht",52750,52770,"539-533-4655","F: 110,000 - 129,999",3000,"Libby@company.example.com","Customer total",52772,,2019-01-01,,"I"
35795,"Philana","Libby","M",1956,"married","97 South Trumbull Avenue","57339","Auckland",51081,"Auckland",52549,52785,"676-783-9581","F: 110,000 - 129,999",5000,"Libby@company.example.com","Customer total",52772,,2019-01-01,,"I"
43804,"Primrose","Rittenour","M",1984,"married","117 West Upshur Avenue","69776","Hiseville",51663,"KY",52632,52790,"570-439-3690","G: 130,000 - 149,999",1500,"Rittenour@company.example.com","Customer total",52772,,2019-01-01,,"I"
31236,"Primrose","Rittenour","M",1952,"","17 North Bureau Court","75917","Molino",51917,"FL",52595,52790,"154-439-2981","G: 130,000 - 149,999",9000,"Rittenour@company.example.com","Customer total",52772,,2019-01-01,,"I"
47582,"Primrose","Rittenour","M",1957,"single","27 East Phillips Boulevard","61035","Ferrals-les-Montagnes",51502,"Languedoc-Roussillon",52645,52779,"534-437-7002","G: 130,000 - 149,999",11000,"Rittenour@company.example.com","Customer total",52772,,2019-01-01,,"I"
1139,"Primrose","Rittenour","M",1959,"married","37 Day Street","67843","Arbuckle",51069,"CA",52567,52790,"392-518-9403","G: 130,000 - 149,999",3000,"Rittenour@company.example.com","Customer total",52772,,2019-01-01,,"A"
4694,"Primrose","Rittenour","M",1954,"","37 North San Sebastian Street","63736","Killarney",51728,"Kerry",52637,52772,"433-459-4475","G: 130,000 - 149,999",9000,"Rittenour@company.example.com","Customer total",52772,,2019-01-01,,"I"
4381,"Peony","Stone","M",1987,"married","17 Kendall Court","33115","Vanderbilt",52432,"PA",52693,52790,"188-488-2313","G: 130,000 - 149,999",5000,"Stone@company.example.com","Customer total",52772,,2019-01-01,,"A"
39936,"Peony","Stone","M",1975,"","17 South Accomack Court","70669","Aneta",51065,"ND",52665,52790,"565-766-2614","G: 130,000 - 149,999",10000,"Stone@company.example.com","Customer total",52772,,2019-01-01,,"I"
48452,"Peony","Stone","M",1953,"single","27 West Mclean Boulevard","44811","Thomasville",52366,"AL",52534,52790,"282-771-2089","G: 130,000 - 149,999",5000,"Stone@company.example.com","Customer total",52772,,2019-01-01,,"I"
2008,"Peony","Stone","M",1988,"married","37 East Brazos Street","69499","Midland",51913,"AR",52540,52790,"148-476-2160","G: 130,000 - 149,999",5000,"Stone@company.example.com","Customer total",52772,,2019-01-01,,"A"
5564,"Peony","Stone","M",1960,"","37 South Palm Springs Street","67968","Chimney Rock",51326,"NC",52664,52790,"500-458-9733","G: 130,000 - 149,999",15000,"Stone@company.example.com","Customer total",52772,,2019-01-01,,"I"
9119,"Peony","Stone","M",1961,"single","47 North Craven Road","47545","Smyrna",52317,"NY",52679,52790,"528-551-6651","G: 130,000 - 149,999",3000,"Stone@company.example.com","Customer total",52772,,2019-01-01,,"A"
12675,"Peony","Stone","M",1957,"married","57 East Saint Clair Drive","70929","Weimar",52500,"Thueringen",52746,52776,"102-164-4622","G: 130,000 - 149,999",7000,"Stone@company.example.com","Customer total",52772,,2019-01-01,,"I"
16230,"Peony","Stone","M",1989,"","67 Golden Gate Avenue","50159","Roskilde",52174,"Roskilde",52715,52777,"245-488-2456","G: 130,000 - 149,999",10000,"Stone@company.example.com","Customer total",52772,,2019-01-01,,"I"
19785,"Peony","Stone","M",1960,"single","67 North Tooele Avenue","71467","Rostock",52175,"Mecklenburg-Vorpommern",52662,52776,"351-766-5480","G: 130,000 - 149,999",5000,"Stone@company.example.com","Customer total",52772,,2019-01-01,,"I"
23342,"Peony","Stone","M",1962,"married","77 West Kendall Avenue","60423","Clisson",51333,"Pays de la Loire",52699,52779,"510-771-2889","G: 130,000 - 149,999",5000,"Stone@company.example.com","Customer total",52772,,2019-01-01,,"I"
26897,"Peony","Stone","M",1959,"","87 East Accomack Avenue","60543","Tijeras",52367,"NM",52671,52790,"427-476-8150","G: 130,000 - 149,999",15000,"Stone@company.example.com","Customer total",52772,,2019-01-01,,"I"
30452,"Peony","Stone","M",1974,"single","87 South Mclean Avenue","63958","Mc Kean",51906,"PA",52693,52790,"598-458-1862","G: 130,000 - 149,999",3000,"Stone@company.example.com","Customer total",52772,,2019-01-01,,"I"
34007,"Peony","Stone","M",1980,"married","97 North Brazos Avenue","82034","Waycross",52499,"GE",52604,52790,"635-551-5935","G: 130,000 - 149,999",5000,"Stone@company.example.com","Customer total",52772,,2019-01-01,,"I"
38453,"Pepita","Dunford","M",1980,"","107 West Mclennan Avenue","65320","Puako",52113,"HI",52615,52790,"679-258-1235","B: 30,000 - 49,999",1500,"Dunford@company.example.com","Customer total",52772,,2019-01-01,,"I"
42008,"Pepita","Dunford","M",1973,"single","117 East Breathitt Avenue","73191","Sugarloaf Key",52332,"FL",52595,52790,"667-644-6590","B: 30,000 - 49,999",1500,"Dunford@company.example.com","Customer total",52772,,2019-01-01,,"I"
13281,"Pepita","Dunford","M",1935,"married","17 East Gonzales Court","77637","Blagnac",51197,"Midi-Pyrenees",52663,52779,"225-644-5219","B: 30,000 - 49,999",3000,"Dunford@company.example.com","Customer total",52772,,2019-01-01,,"I"
45787,"Pepita","Dunford","M",1974,"","17 South Toombs Court","49828","Oxford, NJ",52042,"NJ",52670,52790,"648-253-8107","B: 30,000 - 49,999",1500,"Dunford@company.example.com","Customer total",52772,,2019-01-01,,"I"
49342,"Pepita","Dunford","M",1990,"single","27 North Kennebec Boulevard","82203","Colmar",51338,"Alsace",52546,52779,"178-616-2726","B: 30,000 - 49,999",1500,"Dunford@company.example.com","Customer total",52772,,2019-01-01,,"I"
2898,"Pepita","Dunford","M",1940,"married","37 West Adair Street","84434","Bourges",51210,"Centre",52573,52779,"262-254-4729","B: 30,000 - 49,999",3000,"Dunford@company.example.com","Customer total",52772,,2019-01-01,,"I"
6453,"Pepita","Dunford","M",1950,"","47 Mclennan Road","84020","Sykesville",52335,"MD",52652,52790,"126-491-5817","B: 30,000 - 49,999",1500,"Dunford@company.example.com","Customer total",52772,,2019-01-01,,"A"
10009,"Pepita","Dunford","M",1981,"single","47 South Breathitt Road","60193","Little Port",51800,"IA",52618,52790,"251-389-6222","B: 30,000 - 49,999",1500,"Dunford@company.example.com","Customer total",52772,,2019-01-01,,"A"
13565,"Pepita","Dunford","M",1979,"married","57 West Palo Pinto Drive","62980","Malakoff",51895,"Ile-de-France",52623,52779,"341-258-1828","B: 30,000 - 49,999",1500,"Dunford@company.example.com","Customer total",52772,,2019-01-01,,"I"
17120,"Pepita","Dunford","M",1939,"","67 East Crawford Avenue","55526","Alma",51056,"AR",52540,52790,"384-644-9682","B: 30,000 - 49,999",1500,"Dunford@company.example.com","Customer total",52772,,2019-01-01,,"I"
20675,"Pepita","Dunford","M",1953,"single","67 South Saint Francis Avenue","56207","Evry",51460,"Ile-de-France",52623,52779,"468-253-7120","B: 30,000 - 49,999",1500,"Dunford@company.example.com","Customer total",52772,,2019-01-01,,"I"
41130,"Phyllis","Clatterbuck","M",1954,"","117 Cuyahoga Avenue","39318","Torrevieja",52374,"Alicante",52544,52778,"363-393-4765","G: 130,000 - 149,999",15000,"Clatterbuck@company.example.com","Customer total",52772,,2019-01-01,,"I"
44685,"Phyllis","Clatterbuck","M",1958,"single","117 North San Diego Avenue","76625","Abingdon",51043,"England - Oxfordshire",52592,52789,"181-651-5926","G: 130,000 - 149,999",5000,"Clatterbuck@company.example.com","Customer total",52772,,2019-01-01,,"I"
4492,"Phyllis","Clatterbuck","M",1957,"single","17 Kiowa Court","61035","Ferrals-les-Montagnes",51502,"Languedoc-Roussillon",52645,52779,"273-393-4979","G: 130,000 - 149,999",5000,"Clatterbuck@company.example.com","Customer total",52772,,2019-01-01,,"A"
40047,"Phyllis","Clatterbuck","M",1959,"married","17 South Albany Court","67843","Arbuckle",51069,"CA",52567,52790,"223-651-8376","G: 130,000 - 149,999",7000,"Clatterbuck@company.example.com","Customer total",52772,,2019-01-01,,"I"
48463,"Phyllis","Clatterbuck","M",1954,"","27 West Merrick Boulevard","63736","Killarney",51728,"Kerry",52637,52772,"389-490-4368","G: 130,000 - 149,999",15000,"Clatterbuck@company.example.com","Customer total",52772,,2019-01-01,,"I"
2019,"Phyllis","Clatterbuck","M",1959,"single","37 East Brunswick Street","38432","Solingen",52319,"Nordrhein-Westfalen",52684,52776,"215-404-9576","G: 130,000 - 149,999",5000,"Clatterbuck@company.example.com","Customer total",52772,,2019-01-01,,"A"
5575,"Phyllis","Clatterbuck","M",1958,"married","37 South Payne Street","41847","Edgewood",51443,"KY",52632,52790,"359-302-8629","G: 130,000 - 149,999",7000,"Clatterbuck@company.example.com","Customer total",52772,,2019-01-01,,"A"
9130,"Phyllis","Clatterbuck","M",1973,"","47 North Cuyahoga Road","50385","Wakefield",52493,"England - West Yorkshire",52594,52789,"385-119-9812","G: 130,000 - 149,999",10000,"Clatterbuck@company.example.com","Customer total",52772,,2019-01-01,,"I"
12686,"Phyllis","Clatterbuck","M",1992,"single","57 East San Diego Drive","52912","Walsall",52495,"England - West Midlands",52593,52789,"641-501-4336","G: 130,000 - 149,999",3000,"Clatterbuck@company.example.com","Customer total",52772,,2019-01-01,,"I"
16241,"Phyllis","Clatterbuck","M",1955,"married","67 Grant Avenue","72860","Koeln",51735,"Nordrhein-Westfalen",52684,52776,"520-393-4303","G: 130,000 - 149,999",7000,"Clatterbuck@company.example.com","Customer total",52772,,2019-01-01,,"I"
19796,"Phyllis","Clatterbuck","M",1979,"","67 North Tuscaloosa Avenue","48346","Noma",51985,"FL",52595,52790,"483-651-8084","G: 130,000 - 149,999",10000,"Clatterbuck@company.example.com","Customer total",52772,,2019-01-01,,"I"
23353,"Phyllis","Clatterbuck","M",1995,"single","77 West Kiowa Avenue","59411","Henley-on-Thames",51659,"England - Oxfordshire",52592,52789,"241-490-9553","G: 130,000 - 149,999",3000,"Clatterbuck@company.example.com","Customer total",52772,,2019-01-01,,"I"
41164,"Raphaela","Williamson","M",1954,"married","117 Donna Lake Avenue","85738","New Castle",51978,"IN",52621,52790,"399-366-3756","F: 110,000 - 129,999",1500,"Williamson@company.example.com","Customer total",52772,,2019-01-01,,"I"
44719,"Raphaela","Williamson","M",1988,"","117 North Shell Avenue","81853","Mandelieu la Napoule",51897,"Provence-Alpes-Cote d'Azur",52701,52779,"681-397-7763","F: 110,000 - 129,999",7000,"Williamson@company.example.com","Customer total",52772,,2019-01-01,,"I"
4836,"Raphaela","Williamson","M",1960,"","17 Lavaca Court","43329","Attica",51078,"NY",52679,52790,"554-366-4496","F: 110,000 - 129,999",7000,"Williamson@company.example.com","Customer total",52772,,2019-01-01,,"A"
40391,"Raphaela","Williamson","M",1981,"single","17 South Bacon Court","68975","Buckley",51222,"WA",52757,52790,"210-397-7340","F: 110,000 - 129,999",9000,"Williamson@company.example.com","Customer total",52772,,2019-01-01,,"I"
48497,"Raphaela","Williamson","M",1963,"married","27 West Morrow Boulevard","43866","Perry",52107,"IL",52619,52790,"573-352-6660","F: 110,000 - 129,999",1500,"Williamson@company.example.com","Customer total",52772,,2019-01-01,,"I"
2053,"Raphaela","Williamson","M",1984,"","37 East Carver Street","43780","Morris",51923,"MN",52656,52790,"209-589-4081","F: 110,000 - 129,999",7000,"Williamson@company.example.com","Customer total",52772,,2019-01-01,,"A"
5609,"Raphaela","Williamson","M",1977,"single","37 South Poweshiek Street","84381","Offenbach",52031,"Hessen",52617,52776,"622-215-6894","F: 110,000 - 129,999",9000,"Williamson@company.example.com","Customer total",52772,,2019-01-01,,"I"
9164,"Raphaela","Williamson","M",1959,"married","47 North Donna Lake Road","60994","Elba",51447,"MN",52656,52790,"414-574-1454","F: 110,000 - 129,999",1500,"Williamson@company.example.com","Customer total",52772,,2019-01-01,,"A"
12720,"Raphaela","Williamson","M",1968,"","57 East Shell Drive","88021","Sully",52333,"IA",52618,52790,"604-721-7286","F: 110,000 - 129,999",7000,"Williamson@company.example.com","Customer total",52772,,2019-01-01,,"A"
16275,"Raphaela","Williamson","M",1995,"single","67 Harvey Avenue","86539","Plains",52111,"MT",52659,52790,"470-366-1081","F: 110,000 - 129,999",9000,"Williamson@company.example.com","Customer total",52772,,2019-01-01,,"I"
19830,"Raphaela","Williamson","M",1986,"married","67 North Walworth Avenue","56047","Accomac",51044,"VA",52751,52790,"289-397-6446","F: 110,000 - 129,999",1500,"Williamson@company.example.com","Customer total",52772,,2019-01-01,,"I"
23387,"Raphaela","Williamson","M",1974,"","77 West Lavaca Avenue","40926","Cork",51340,"Cork",52575,52772,"121-352-5218","F: 110,000 - 129,999",7000,"Williamson@company.example.com","Customer total",52772,,2019-01-01,,"I"
26942,"Raphaela","Williamson","M",1949,"single","87 East Bacon Avenue","30568","Aachen",51040,"Nordrhein-Westfalen",52684,52776,"297-589-9379","F: 110,000 - 129,999",9000,"Williamson@company.example.com","Customer total",52772,,2019-01-01,,"I"
30497,"Raphaela","Williamson","M",1987,"married","87 South Morrow Avenue","58748","Blaubeuren",51198,"Baden-Wuerttemberg",52559,52776,"503-215-6935","F: 110,000 - 129,999",1500,"Williamson@company.example.com","Customer total",52772,,2019-01-01,,"I"
13825,"Redmond","Irving","M",1970,"","17 East Hilly Court","71839","King's Lynn",51729,"England - Norfolk",52591,52789,"409-800-3214","E: 90,000 - 109,999",3000,"Irving@company.example.com","Customer total",52772,,2019-01-01,,"I"
45841,"Redmond","Irving","M",1981,"married","17 South Waukesha Court","86668","Norwich",51995,"England - Norfolk",52591,52789,"657-560-6196","E: 90,000 - 109,999",5000,"Irving@company.example.com","Customer total",52772,,2019-01-01,,"I"
49396,"Redmond","Irving","M",1975,"","27 North Lewis Boulevard","44130","San Mateo",52290,"CA",52567,52790,"591-521-8113","E: 90,000 - 109,999",10000,"Irving@company.example.com","Customer total",52772,,2019-01-01,,"I"
2952,"Redmond","Irving","M",1992,"","37 West Bartow Street","91556","Leeds",51790,"England - West Yorkshire",52594,52789,"435-290-9023","E: 90,000 - 109,999",3000,"Irving@company.example.com","Customer total",52772,,2019-01-01,,"A"
6507,"Redmond","Irving","M",1961,"married","47 Nash Road","58488","Dolores",51391,"CO",52569,52790,"201-323-9024","E: 90,000 - 109,999",5000,"Irving@company.example.com","Customer total",52772,,2019-01-01,,"A"
10063,"Redmond","Irving","M",1964,"","47 South Ceiba Road","84773","Stuttgart",52331,"Baden-Wuerttemberg",52559,52776,"269-600-7251","E: 90,000 - 109,999",10000,"Irving@company.example.com","Customer total",52772,,2019-01-01,,"I"
13619,"Redmond","Irving","M",1955,"","57 West Providence Drive","55787","Montara",51919,"CA",52567,52790,"264-228-3257","E: 90,000 - 109,999",3000,"Irving@company.example.com","Customer total",52772,,2019-01-01,,"I"
17174,"Redmond","Irving","M",1954,"married","67 East Dubuque Avenue","55646","Neuss",51975,"Nordrhein-Westfalen",52684,52776,"522-800-3326","E: 90,000 - 109,999",5000,"Irving@company.example.com","Customer total",52772,,2019-01-01,,"I"
20729,"Redmond","Irving","M",1957,"","67 South Snyder Avenue","91906","Clermont-l'Herault",51329,"Languedoc-Roussillon",52645,52779,"425-560-3991","E: 90,000 - 109,999",10000,"Irving@company.example.com","Customer total",52772,,2019-01-01,,"I"
24285,"Redmond","Irving","M",1953,"","77 North Hilly Avenue","68644","Schwaebisch Gmuend",52300,"Baden-Wuerttemberg",52559,52776,"275-521-7248","E: 90,000 - 109,999",3000,"Irving@company.example.com","Customer total",52772,,2019-01-01,,"I"
27841,"Redmond","Irving","M",1991,"married","87 East Waukesha Avenue","51430","Ingolstadt",51680,"Bayern",52561,52776,"480-290-1938","E: 90,000 - 109,999",5000,"Irving@company.example.com","Customer total",52772,,2019-01-01,,"I"
31396,"Redmond","Irving","M",1966,"","97 Lewis Avenue","46413","Belfast City",51175,"Northern Ireland - County Antr",52686,52789,"407-323-4757","E: 90,000 - 109,999",10000,"Irving@company.example.com","Customer total",52772,,2019-01-01,,"I"
34952,"Redmond","Irving","M",1968,"","97 South Bartow Avenue","66437","Asten",51075,"Noord-Brabant",52682,52770,"242-600-1657","E: 90,000 - 109,999",3000,"Irving@company.example.com","Customer total",52772,,2019-01-01,,"I"
39396,"Redmond","Roberts","M",1977,"","107 North Lewis Avenue","83124","Weston-super-Mare",52507,"England - Avon",52588,52789,"323-560-7556","E: 90,000 - 109,999",10000,"Roberts@company.example.com","Customer total",52772,,2019-01-01,,"I"
42951,"Redmond","Roberts","M",1993,"","117 West Bartow Avenue","59061","Sanibel",52292,"FL",52595,52790,"190-521-8489","E: 90,000 - 109,999",3000,"Roberts@company.example.com","Customer total",52772,,2019-01-01,,"I"
22713,"Redmond","Roberts","M",1988,"married","17 West Dubuque Court","74793","Lunel",51812,"Languedoc-Roussillon",52645,52779,"483-521-2813","E: 90,000 - 109,999",5000,"Roberts@company.example.com","Customer total",52772,,2019-01-01,,"I"
46730,"Redmond","Roberts","M",1989,"","27 Snyder Boulevard","69776","Hiseville",51663,"KY",52632,52790,"241-290-3037","E: 90,000 - 109,999",10000,"Roberts@company.example.com","Customer total",52772,,2019-01-01,,"I"
